PDB_ID,UniProt_ID
2xf3,Q8KRB7
2xg5,P15319
2xgb,P16098
2xgs,Q8PC69
2xh1,Q8N5Z0
2xi7,A5HC98
2xki,O76242
2xkl,Q9Z1R3
2xko,P29283
2xlq,Q8GHB2
2xn6,P05543
2xnm,P51955
2xod,A0A1T3V7R2
2xpu,P0ACT4
2xq0,Q10740
2xrh,O25423
2xrw,P45983
2xsq,Q96DE0
2xsu,Q9F103
2xta,A0R2B1
2xtm,Q9UG22
2xtz,P18064
2xu3,P07711
2xua,Q13KT2
2xuc,Q873Y0
2xuz,P40409
2xve,Q83XK4
2xvm,P25397
2xw7,A0QP85
2xwl,A0R560
2xwp,Q05592
2xwq,O29537
2xwv,P44542
2xxp,Q9ZII9
2xyk,Q7CX73
2xz9,Q8R7R4
2xzk,Q4WQS0
2xzl,P30771
2xzo,Q92900
2xzw,P0A3F4
2y0c,C9E261
2y24,Q46961
2y27,B4E7B5
2y2b,P82974
2y2f,O68720
2y2m,Q7CRA4
2y30,Q9AMH9
2y3q,P0ABD3
2y3s,D3Y1I2
2y4k,D0MI02
2y4o,B4EL89
2y4r,Q9HZN6
2y53,Q13WK4
2y5n,Q59523
2y5s,B4E5F5
2y65,P17210
2y6d,P09237
2y6o,Q03137
2y6p,O66914
2y71,P9WPX7
2y7g,B0VHH0
2y88,P9WMM5
2y8e,O18334
2ya2,A0A0H2UNG0
2ya8,P62575
2yab,Q8VDF3
2yaj,Q38HX4
2yay,O15826
2yb1,Q7NXD4
2ybo,P95417
2yc3,P69834
2ycd,A9CFJ9
2ycf,O96017
2ych,Q72IW8
2ycj,Q3ACR9
2ydp,B8ZY56
2yex,O14757
2yfd,Q9RS96
2yg2,O95445
2yg5,B0F9F6
2yhx,P04807
2yi1,Q9Y223
2yim,O06543
2yip,P81860
2yj0,Q8VK10
2yjz,Q4V8K1
2yk3,P00078
2yk4,P72097
2yky,A3EYF7
2ykz,P00138
2ymv,A0R2V4
2yn4,R4GRT2
2yoh,Q8I4S1
2yoo,A0R4Q6
2yqh,O74933
2yve,Q8NMG3
2yvk,O31662
2yvl,O66653
2yvp,Q5SJY9
2yw2,O66949
2yx1,Q58293
2yy7,Q8KZM4
2yy8,O58214
2yye,O67139
2yyj,Q5SJP8
2yyy,Q58546
2yz3,Q7BJM5
2z26,P05020
2z3h,P0C2P0
2z3u,Q83WG3
2z3y,O60341
2z3z,Q7MUW6
2z49,Q868M7
2z4t,A8QYL1
2z5f,O43704
2z5y,P21397
2z67,Q6LZM9
2z6c,O48963
2z6i,Q9FBC5
2z73,P31356
2z77,P71817
2z7r,Q15418
2z7x,O60603
2z81,Q9QUN7
2z86,Q8L0V4
2z8i,P18956
2z98,P41407
2z9v,Q988B8
2zat,Q8WNV7
2zb3,Q8VDQ1
2zb4,Q8N8N7
2zba,O94197
2zbo,Q76FN8
2zbx,P18326
2zc0,Q9C4M4
2zc3,P14677
2zcv,P39315
2zd8,P0AD64
2zdo,Q7A649
2zdp,Q7A827
2ze6,P58758
2zej,Q5S007
2zfi,P33173
2zfn,Q07794
2zfu,O43159
2zgi,Q5SKM2
2zgy,P11904
2zhz,Q2SZ09
2zi8,P9WNW7
2zif,Q5SL84
2zj5,O73946
2zjf,P95276
2zo9,Q6XBH1
2zog,Q9D1A2
2zon,D0VWQ8
2zpa,P76562
2zpt,Q3UZZ6
2zq0,G8JZS4
2zqo,O96048
2zr9,Q59560
2zsc,B9A0T7
2zsh,Q9MAA7
2ztg,O28029
2ztj,O87198
2zts,O57925
2zu5,P0C6X7
2zue,O59147
2zux,O31526
2zw5,Q53796
2zwa,Q08282
2zwi,A5LHX0
2zx2,P86179
2zxc,Q9I596
2zxd,Q9WYE2
2zxe,Q4H132
2zxi,O66962
2zxy,O67504
2zy4,Q93QX0
2zyj,Q72LL6
351c,P00099
3a06,Q9WZZ1
3a0k,D5MNX4
3a0t,Q9X180
3a10,Q9X181
3a16,Q76K71
3a1c,O29777
3a1i,Q7DKE4
3a1s,Q9WXQ8
3a22,Q82L26
3a25,O58523
3a27,Q58952
3a28,Q9ZNN8
3a2o,P03367
3a2q,P13398
3a2y,P0AES0
3a35,C4TPG1
3a3i,A8E0K8
3a4g,C4B644
3a4t,Q60343
3a5y,P0A8N7
3a6r,Q46604
3a72,Q7ZA77
3a7i,Q9Y6E0
3a7r,P32099
3a8i,P27248
3a8t,Q5GHF7
3a99,P11309
3a9f,O07091
3a9h,Q8ZUN8
3a9z,Q68FT9
3ab1,Q8KCB2
3aba,Q93H81
3abb,Q93H80
3abi,O59312
3abx,B7X9Z2
3acd,Q5SLS3
3add,Q58933
3adz,A9JQL9
3aex,Q5SL02
3afh,Q9X2I8
3afn,D6RU56
3afv,Q8WZK8
3ag6,Q2FV22
3agc,Q8LDU4
3agn,P00654
3ah1,P0DPR0
3ahc,D6PAH1
3ahn,Q4W803
3ahq,Q96HE7
3ai3,A4PB64
3aia,Q59034
3air,Q1XH05
3aiw,Q9FYS3
3aj4,Q96CS7
3aje,Q970S6
3ajn,P00698
3ajr,Q97BK3
3akh,Q82P90
3akk,Q9ZKJ5
3aln,P45985
3amr,O31097
3an1,P22985
3ang,Q5SM42
3ank,Q8E372
3anu,A0A8V1ABE9
3anx,Q5SK28
3aos,Q9U556
3ap1,O60704
3aq4,P36397
3aq9,P17724
3aqt,Q8NR95
3aqv,P54646
3ar4,P04191
3arx,Q9AMP1
3asz,Q5SKR5
3atr,Q4JA33
3att,P9WI99
3aty,Q8I6L9
3aut,P39485
3av8,P00250
3awj,A3E7Z7
3awm,O24782
3axb,Q9YCJ0
3axk,P0C512
3axs,O67010
3ayf,B3Y963
3ayj,Q5W9R9
3ayx,F2Z6J5
3az3,P11473
3azc,P0C8N8
3b00,Q9WXN1
3b0g,Q76KB0
3b0h,Q76KA9
3b0p,Q5SMC7
3b0x,Q5SJ64
3b12,Q1JU72
3b1d,A6BMJ3
3b1f,Q8DUW0
3b1j,Q9R6W2
3b1n,Q2SZE4
3b1u,Q9UM07
3b1v,Q5M586
3b2f,P27787
3b2g,Q51577
3b2q,Q60187
3b3f,Q4AE70
3b42,Q74EM7
3b47,Q74FM4
3b4y,P9WNE1
3b69,Q26964
3b6c,Q53901
3b6h,Q16647
3b6j,P0A8G6
3b6r,P12277
3b6z,Q9Y7D0
3b7e,Q9IGQ6
3b7g,Q9UHI6
3b7n,P33324
3b8x,Q9F118
3b8y,O50325
3b8z,Q9UNA0
3b98,F1RE08
3b9o,A4IU28
3b9x,P33022
3baz,Q65CJ7
3bb0,P49053
3bbd,Q57977
3bc1,Q9ERI2
3bc9,B8CZ54
3bd9,Q8IZT8
3beo,A0A348ACF3
3ber,Q9H0S4
3bex,Q9WZY5
3bfx,O00338
3bgd,O55060
3bho,O43809
3bib,Q6U7R4
3bj7,P48026
3bje,Q57VZ2
3bjw,P48650
3bk2,Q72JJ7
3bl6,Q99TQ0
3bm1,P0ACY1
3bmw,P26827
3bnj,Q9S1E5
3bnk,Q8TTU7
3bos,A1S6W5
3bp1,Q9KTK0
3bpz,O88703
3bqc,P68400
3bre,Q9HXT9
3brm,O31465
3brn,Q09JR9
3bs8,P30949
3bso,Q70ET3
3bu1,Q09JX9
3buj,Q8KND6
3buv,P51857
3bw2,Q9FDD4
3bwk,Q8IIL0
3bwn,Q9S7N2
3bwy,P21964
3bxo,Q9ZGH6
3bxu,Q74G83
3by4,P43558
3c0o,P09167
3c10,Q8WUI4
3c1m,Q57991
3c1o,D0VWT0
3c1t,P51110
3c1y,Q9WY43
3c2v,P43619
3c3d,Q8PVT6
3c3y,Q6YI95
3c4z,P28327
3c5e,Q08AH3
3c6k,P52788
3c7a,Q9BHM6
3c7i,P62993
3c8z,A0QZY0
3c9u,O67883
3ca5,P33183
3cao,P94690
3cb0,Q8YHT7
3cb2,P23258
3cbg,Q55813
3cbl,P07332
3ce6,P9WGV3
3cf4,Q46G04
3cgb,A0A6L7HMK7
3chh,Q70KH9
3ci3,Q50EJ2
3cip,P07830
3cj7,O35795
3ckv,Q73WU1
3ckz,Q6DPL2
3cl5,P15776
3cl7,Q3KFK7
3clh,P56081
3cmc,P00362
3cmq,O95363
3cnl,Q9WZM6
3co8,Q04HB7
3cob,Q41460
3cog,P32929
3cp5,B3FQS5
3cpj,P38555
3cq5,Q9KJU4
3cr3,Q9CIV7
3cse,Q6FPH0
3ct4,Q9CIV8
3ctl,P32719
3cty,Q9HJI4
3cu0,O94766
3cv2,P08997
3cv3,Q8GCH2
3cvv,Q8SXK5
3cw9,Q8GN86
3cxi,Q90249
3cxo,Q8ZNF9
3cyi,Q9BYN0
3cyl,P82287
3cz1,Q9U9J6
3d14,P97477
3d1c,A0A0H3JN45
3d1r,P0A9C9
3d1y,P04587
3d2f,P32589
3d2m,Q5FAK7
3d3f,O32210
3d3h,O66874
3d3w,Q7Z4W1
3d72,Q1K5Y8
3d80,P00375
3d89,Q8K2P6
3d8n,Q72KM1
3d9s,P55064
3daa,P19938
3dan,Q40778
3dbx,Q5GL29
3dc4,P18105
3dcj,P9WHM5
3dcm,Q9X1Q6
3dcr,O38732
3ddl,Q2S2F8
3ddn,P9WNX3
3ddu,P48147
3ddw,P06737
3ddy,Q06877
3dea,P11373
3def,O23680
3df9,P0AF14
3dfr,P00381
3dg6,A0QTN8
3dgb,Q4K9X1
3dgy,Q53752
3dhc,P0CJ63
3di1,Q5HG25
3djl,P33224
3djq,P00669
3dk9,P00390
3dkp,Q9Y2R4
3dls,Q96RG2
3dmg,Q5SKW0
3dmi,Q8GTB5
3dnt,P23874
3dod,P53555
3doe,P36404
3dol,A7YKL0
3doo,Q5HNV1
3dp3,Q5G940
3dp9,Q9KPI8
3dpm,O84866
3dqy,A5W4F0
3dr0,O30881
3dr4,Q9A9H3
3drw,O59355
3dsk,Q96242
3dt9,Q29460
3duw,Q739U3
3dwb,P42892
3dwo,Q9HVJ6
3dwq,Q3ZTX8
3dx5,Q81RQ4
3dxv,Q7M181
3dxy,P0A8I5
3dye,P18153
3dyh,Q86C09
3dyo,P00722
3dzd,O66551
3e16,Q16651
3e2o,P00431
3e2y,Q71RI9
3e3c,Q7DB61
3e3u,P9WIJ3
3e4w,Q73WB6
3e5h,P51157
3e5p,Q837J0
3e5u,B8FW11
3e6i,P05181
3e6y,P93343
3e70,Q8U051
3e79,P15363
3e7b,P62136
3e7f,Q9GRG6
3e7w,P39581
3e81,Q8A712
3e8t,B5ABT1
3e90,P06935
3e9h,Q9RHV9
3e9k,Q16719
3ea2,P08954
3eau,P62483
3ebl,Q6L545
3ec0,P04584
3ec1,D0VWU7
3ecn,O60658
3ef6,A5W4E9
3efs,O66837
3efv,Q8ZPI3
3ehg,O34757
3ei9,Q93ZN9
3ej0,Q3JUV5
3ejd,P53554
3ejw,Q926H7
3ejx,Q9LFG2
3eks,P10987
3elf,P9WQA3
3elw,D0VX01
3elz,Q6IMW5
3emm,O64527
3emz,O69231
3eni,Q46393
3enw,Q7MHL9
3eoj,P11741
3epo,Q9A6Q5
3epw,Q9GPQ4
3eqo,Q2Z1W1
3eqr,Q07912
3erg,Q12390
3erh,A5JUY8
3esc,P00590
3ess,Q5EK40
3eth,P09029
3etn,Q5LIW1
3ett,Q8FDI4
3euf,Q16831
3eut,Q7S6N4
3evf,P03314
3evg,P29991
3ew2,Q8KKW2
3ewa,P0CW58
3ewk,Q609M8
3ewp,P0C6V5
3ewr,P0C6U2
3eww,P11172
3exs,Q93DA8
3eya,P07003
3ez2,P07620
3ez5,P52026
3f10,Q97FM4
3f2b,Q5L0J3
3f4b,Q6TEI5
3f5o,Q9NPJ3
3f61,P9WI81
3f6d,Q9GN60
3f6r,P26492
3f81,P51452
3f8d,Q8X236
3f8k,Q97V23
3f9m,P35557
3f9x,Q9NQR1
3fat,P19493
3fb4,Q6B341
3fce,Q81G39
3fci,P13051
3fd5,P49903
3fdd,Q845W8
3fe1,P17066
3fed,Q9Y3Q0
3feg,Q9Y259
3fg2,Q6N3B2
3fgc,P07740
3fhq,Q9ZB22
3fhr,Q16644
3fht,Q9UMR2
3fj7,Q0PBL7
3fkb,P22887
3fkq,D0VX10
3flk,Q51945
3fmq,Q8SR45
3fnq,Q9BMI9
3fo3,L0DSL2
3fp0,Q9C1B7
3fpf,O26771
3fpz,P32318
3fq8,P24630
3frh,Q763K9
3frk,Q6TFC4
3fro,Q9V2J8
3frq,Q9EVJ6
3fsb,Q6TFC6
3fst,P0AEZ1
3fsy,P9WP21
3fu7,Q70KY3
3fuc,P55859
3fuu,Q5SM60
3fv1,P39086
3fvq,Q5FA19
3fw3,P22748
3fwn,P00350
3fwp,P0A1F6
3fwy,Q9RFD6
3fxu,P94678
3fy1,Q9BZP6
3fyp,Q9JZ55
3fzg,Q6F5A0
3fzn,P20906
3fzs,Q14289
3g08,P11609
3g0i,Q9UR30
3g0w,P15207
3g1z,Q9ZJ12
3g2o,O52805
3g3r,P47075
3g5i,P41409
3g5k,Q9HBH1
3g5s,Q5SID2
3g6k,Q6FNA9
3g6m,A9LI60
3g7e,C3SLN3
3g89,Q9LCY2
3g8d,P24182
3ga5,P23905
3gbe,D0VX20
3gbg,A5F384
3gbr,P50384
3gc0,A8BZ95
3gc9,Q15759
3gcd,Q9KS12
3gce,Q2HWH6
3gcf,Q2HWI0
3gcz,Q7T918
3gdh,Q96RS0
3gdn,Q945K2
3gdq,P34931
3gdt,P03962
3geg,A3DFK9
3gf3,B7TVP1
3gfb,Q5JI69
3gfs,O07529
3gfz,A6T8V8
3gid,O00763
3giq,A0A0H3LXD5
3giy,P20932
3gj0,P62826
3gjb,D0VX22
3gkj,O15118
3gkn,Q8P9V9
3gl0,Q5S3I3
3glc,P76143
3gni,Q7RTN6
3gnr,Q8L7J2
3gon,Q8DR49
3gp3,Q3JWH7
3gp6,P37001
3gp9,Q5UQL3
3gpe,P05696
3gpl,Q9RT63
3gqc,Q9UBZ9
3gqt,Q3JP94
3gru,Q58435
3gsh,P07597
3gsi,Q9AGP8
3gsy,P30986
3gt9,Q96CA5
3guz,P31663
3gwc,P9WG57
3gwl,Q65163
3gwn,Q5UP54
3gwz,Q9X5T6
3gx0,P77526
3gyq,P18644
3gyt,Q9XZJ5
3gz8,Q8EFJ3
3gzd,Q96I15
3gzj,Q9SE93
3gzx,Q46372
3h0l,O66766
3h1e,P71403
3h33,Q74G82
3h34,Q74CB4
3h41,Q736M3
3h4g,P50578
3h4l,P14242
3h4n,Q74ED8
3h4s,Q9FHN8
3h65,Q58194
3h73,P62576
3h77,P20582
3h7j,P39639
3h7r,O80944
3h7u,Q0PGJ6
3h82,Q99814
3h86,Q6LYG0
3h8g,O86436
3h8t,A2I2W2
3h8v,Q9GZZ9
3h9e,O14556
3hav,Q9EVD7
3haz,Q89E26
3hb0,O00167
3hb3,P98002
3hbf,A6XNC6
3hbn,Q0P8U5
3hch,Q9JWM8
3hcn,P22830
3hdl,D1MPT2
3hdq,Q9RYF1
3hee,A3DIL8
3hf5,C5MR76
3hgj,B0JDW3
3hgm,E1VBK4
3hgp,P00772
3hhi,Q6R7Z5
3hhy,P95607
3hig,P19801
3hiw,Q2QEH4
3hj1,C7AJA4
3hka,Q9KFI6
3hkw,P26664
3hl4,P19836
3hl5,P98170
3hld,Q9Y7D1
3hlx,A6T9H1
3hmk,Q76EQ0
3hna,Q9H9B1
3hnb,P00451
3hnc,P23921
3ho6,P16154
3ho9,P0AAI5
3hpf,Q8EMJ9
3hpy,Q7WYF5
3hq9,Q749D0
3hqj,P9WQD3
3hqp,Q27686
3hr1,Q9QYJ6
3hsk,Q5ALM0
3hui,Q6N2U2
3hv8,Q9HUK6
3hw5,Q9Q0U9
3hwo,P0AEJ2
3hx3,P12271
3hxf,Q08603
3hy0,P00957
3hy3,P49914
3hyk,Q81JG3
3hyw,O67931
3hza,P9WNS5
3hzt,Q3HNM6
3i0o,O06916
3i1u,P00730
3i27,P0C0V9
3i2k,Q9L9D7
3i33,P54652
3i3l,Q9AL91
3i3x,Q8EZA6
3i4l,O57728
3i4x,Q50EL0
3i52,Q4W2K4
3i53,Q84HC8
3i54,P9WMH3
3i5x,P15424
3i6c,Q13526
3i7v,O66548
3ia2,P22862
3ia4,Q70YQ6
3ia8,Q8WY91
3iae,Q9F4L3
3ial,A8BR89
3iay,P15436
3ib8,P9WP65
3icc,A0A6L7HAY4
3ics,A0A6L7H7X4
3iev,O67800
3iew,Q63T71
3ifc,O00757
3ign,A1U3W3
3igz,Q86N96
3ihg,Q54530
3ihz,A5K8X6
3iid,O75367
3iij,Q9Y3D8
3ijl,Q8A861
3ijp,Q6G2G3
3ijw,A0A3P1UCA6
3ik0,P00469
3ik7,O15217
3ikt,Q72I39
3il6,Q820T1
3ilf,D7GXG0
3ilr,Q89YQ6
3ilz,P10827
3im0,Q9DTZ2
3io3,Q6BSM0
3iog,P26918
3ip0,P26281
3ip9,Q7CX36
3iqe,P94951
3irh,Q836G9
3ita,P08506
3itj,P29509
3iuy,Q86TM3
3ivm,Q9X6R4
3ivy,P9WPP1
3iwc,Q9WZC3
3iwj,Q93YB2
3iwk,Q8VWZ1
3ix1,Q9K9G5
3ix9,Q54801
3ixl,Q05115
3jqm,Q5SHE1
3jqq,C6KT68
3jrs,Q8VZS8
3js3,Q186A6
3js8,B5MGF8
3jsz,Q5WWY0
3ju4,Q04830
3ju6,Q9XY07
3juc,Q9BVM4
3juk,O25363
3jum,Q396C9
3jv2,P28366
3jv7,Q8KLT9
3jwh,Q3MCR9
3jyn,Q88B47
3jyp,Q9X5C9
3jyr,P19576
3jz0,Q9WVY4
3jz4,P25526
3jz6,A0R066
3k02,B0B0V1
3k1j,B6YU74
3k1w,P00797
3k34,P00918
3k37,Q3S340
3k3o,Q9UPP1
3k4d,P05804
3k4q,P34752
3k56,Q60352
3k59,P21189
3k5h,A1CII2
3k5v,P00520
3k5x,Q93J45
3k60,Q8IC05
3k6x,Q8TTZ5
3k7f,P97612
3k7m,Q93NH4
3k7s,Q4CQE2
3k87,O87008
3k8d,P04951
3k8t,P21524
3k9s,P00448
3k9u,Q9HL57
3k9v,Q09128
3kal,Q9M426
3kap,P80312
3kb6,O66939
3kcg,P01008
3kcu,P0AC25
3kdn,O93627
3kee,P90191
3keo,Q8E565
3kff,P11590
3kfl,Q4QCD2
3kfr,P12499
3kh5,Q58622
3kih,Q27084
3kji,Q3ACS5
3kjn,Q14790
3kjs,Q8T5T8
3kkq,O08989
3kl3,Q45070
3klj,Q9AL95
3kmt,O41094
3kmw,Q13418
3kn5,O75582
3ko0,P26447
3ko8,A3MUJ4
3kou,Q9TTF5
3kp1,E3PY95
3kpc,Q57564
3kpx,D7PM14
3kr6,P0A749
3krb,A8BGX6
3kro,Q9SBR3
3kru,B0KAH1
3kt7,P40032
3kta,Q8TZY2
3ku0,P33186
3kuw,Q1EMV2
3kvn,O33407
3kvy,A5PJH9
3kxw,Q5ZTD3
3kyf,Q88EQ6
3kyg,Q9KNC3
3kyq,Q5EGY4
3kz7,Q62446
3l0v,P78536
3l24,Q44238
3l2b,Q8XIQ9
3l4y,O43451
3l5m,Q3ZDM6
3l6b,Q9GZT4
3l8g,P63228
3l8h,Q7WG29
3l9r,Q1L1H6
3la3,P0A4U6
3lad,P18925
3lb2,Q9NAV8
3lbf,P0A7A5
3lcc,Q0WP12
3lcm,Q8DTD1
3lcv,Q7M0R2
3le7,P84853
3lf0,P9WN31
3lf2,Q9HYA2
3lf5,Q7L1T6
3lgg,Q9NZK5
3lhs,A0A0H3K9U6
3lin,Q82134
3lju,O75689
3lkf,P0A077
3lkj,P29965
3lkz,Q9Q6P4
3ll5,Q9HLX1
3ll9,O26153
3llk,O00391
3lm1,P18674
3lmh,P42527
3lnb,A0A6L7HKL6
3lo8,Q41736
3lpp,P14410
3lq2,P0AFG9
3lqv,Q9Y3B4
3lre,Q8NI77
3lrp,Q7KQL3
3lsj,Q9HUS3
3lst,Q8KNE5
3lt0,Q9BJJ9
3lth,P33038
3ltw,B2HIZ6
3lu1,Q7BJX9
3lvf,Q6GIL8
3lvm,P0A6B9
3lvv,P32477
3lw0,P08069
3lw6,Q9VBZ9
3lxd,Q2GBV9
3lxf,Q2G8A3
3lxp,P29597
3lya,P23890
3lz6,Q6QLL4
3lzu,P24740
3lzw,O05268
3m00,Q40577
3m0m,Q75WH8
3m0o,P40859
3m1i,P32835
3m2w,P49137
3m31,Q03103
3m4c,P0ABE7
3m5c,Q8P8J2
3m5q,Q02567
3m6w,Q5SII2
3m7o,O88188
3m89,Q8KNP3
3m8u,B8F653
3m8z,Q818Z9
3m94,Q6PKX2
3m97,P54820
3m9f,Q9WFL7
3mb5,Q9V1J7
3mb8,Q2HXR2
3mbc,P50216
3mbf,Q8SSM8
3mbi,Q97CA5
3md7,Q2YQ74
3mdm,Q9Y6A2
3mdu,Q9HU77
3me3,P14618
3meb,A8B1V5
3meh,P00644
3mfi,Q04049
3mgb,B7T1D7
3mgv,P06956
3mgx,Q939Y1
3mha,P9WK45
3mhy,P70731
3mje,Q93NW7
3mk6,Q9H999
3mkh,B2AM55
3mkn,C3T3U2
3mlc,F2Z288
3mlm,Q9IAT9
3mmt,Q8L207
3mnp,P06537
3mp5,P35914
3mpj,C3UVB0
3mqd,Q2YQQ9
3mqg,A9IH93
3mtw,Q9A4Z9
3mu3,Q90890
3mu6,Q02078
3muf,P56073
3mvc,Q18086
3mvr,P00178
3mvv,Q8NXI6
3mws,Q673V0
3myk,P08799
3myr,D3RV26
3myu,Q49410
3mzf,P0AEB2
3mzs,P00189
3n0y,A0A2U2H3Y1
3n1a,D0VV09
3n1s,P0ACE7
3n29,A8FNH9
3n2o,Q7MK24
3n2s,P39605
3n3a,P0A772
3n3t,Q3SJE6
3n5b,Q9L422
3n6m,D3K0N8
3n71,P97443
3n75,P0A9H3
3n7h,Q8T6S0
3n7s,Q16602
3nb0,P27472
3nbf,Q72GF3
3ncq,O28527
3nd6,Q831P9
3ner,O43169
3nev,P75682
3nf4,G7CDN2
3nfd,O31302
3nfz,Q91XE4
3ngl,Q05213
3ngu,Q9U1E1
3nh9,Q9NP58
3nhi,Q95NY5
3ni2,Q941M3
3njq,P88911
3njv,Q00019
3nk7,P52391
3nks,P50336
3nkv,Q9H0U4
3nn1,B3U4H7
3nnf,Q6DNF2
3nnn,Q9WYN0
3nns,Q9WXY0
3noj,A5W059
3nrr,A7ASX7
3nt1,Q05769
3ntd,A3QAV3
3nu1,A0A0E1NWS3
3nu4,P03366
3nug,Q988B7
3nv5,Q2G8A2
3nvd,P40406
3nvw,P80457
3nw4,Q67FT0
3nxe,O38716
3nxs,A0QX37
3ny4,P9WKD3
3ny7,P0AFR2
3nyc,Q9HXE3
3nyq,Q9L0A2
3nyt,Q9HZ76
3nzb,P16184
3nzk,A1JJJ9
3o05,Q03148
3o0f,A1A2L3
3o0m,A0R291
3o0q,O33839
3o1x,P80912
3o1y,P00004
3o26,Q071N0
3o2k,Q4WAW7
3o3n,Q5U924
3o3r,Q5RJP0
3o5c,Q8EF24
3o5n,Q4ACU6
3o61,P37128
3o6o,Q389P1
3o72,Q8XAS4
3o75,Q88PQ6
3o7b,O29524
3o7j,A6T925
3o7w,Q9UIC8
3o80,P33284
3o94,A0A0H2UR34
3o9p,P77348
3o9z,Q72KX8
3oa2,G3XD23
3obt,P19321
3ocu,P26093
3oe1,P06672
3oel,Q62645
3of1,P07278
3ofk,Q9AQ22
3oft,Q2G637
3ogn,Q8T6I2
3ogv,Q70SY0
3oh3,D3G6S4
3ohr,O05510
3oi7,P36136
3oid,P71079
3oig,P54616
3oii,Q06287
3ois,Q9PGZ0
3oix,Q8DVA1
3oiy,O51934
3ojg,Q5KZU5
3ojo,P95708
3okp,Q8NNK8
3omx,Q9VWE4
3ond,Q9SP37
3oo3,Q6ZZI7
3ooi,Q96L73
3opt,P39956
3orf,Q86A17
3orq,A0A0H3KFM7
3osn,Q9UNA4
3otf,Q9Y3Q4
3oth,Q8KNF2
3oti,Q8KND7
3otk,Q09324
3ott,Q89YQ8
3otx,Q584S0
3ou2,D7PC21
3ova,A0A101DCH0
3ovr,Q96AT9
3ovx,P25774
3ox4,P0DJA2
3oxk,C4LYI2
3oxo,Q29551
3oy1,P53779
3oyr,Q9A6I1
3oyz,D4GTL2
3oz2,Q9HKS9
3ozp,Q06GJ0
3p0f,O95045
3p0k,P41480
3p13,Q2G1A5
3p19,Q9F172
3p2e,A8C927
3p2h,Q4VSJ8
3p32,P9WPZ1
3p3c,O67648
3p3e,P47205
3p3o,Q70KH6
3p41,Q4K5A6
3p48,P33317
3p4t,A0R3J1
3p5i,Q9UJ71
3p5p,Q41594
3p73,Q9BCW3
3p7i,Q1R3F7
3p7n,Q2NB98
3p86,Q05609
3p8g,Q9Y5Y6
3p8n,P26662
3p9i,Q9ZTU2
3p9t,Q8KLP4
3pa8,Q189K3
3pa9,D3H0F7
3pb9,Q9NXS2
3pbs,Q51504
3pc3,Q9VRD9
3pd6,P05202
3pde,Q03RR4
3pdi,C1DH03
3pdq,O75164
3pdu,Q74DE4
3pe6,Q99685
3pef,Q39R98
3pev,Q12315
3pey,P20449
3pfb,D3YEX6
3pfd,G7CNE7
3pfg,P95748
3pgs,P10384
3pgx,Q73SC8
3ph2,F2Z292
3phe,D0PY27
3phw,Q6TQR6
3piu,P37821
3pju,Q3KK31
3pka,P9WK19
3pkg,Q00511
3pkx,E3SET7
3pl8,Q7ZA32
3plr,A0A0J9WZA6
3pls,Q04912
3pm5,Q9AIX7
3pmd,Q44635
3pn4,Q9FUZ2
3pnl,P76014
3pop,Q7X2G7
3pp0,P04626
3ppr,O32243
3ppt,C4N147
3pqc,Q9X1H7
3prn,P39767
3pro,P00778
3psh,P44206
3ptm,B8AVF0
3pua,O75151
3pur,Q9GYI0
3pvc,Q8ZD36
3pvt,P76077
3pvu,P21146
3px4,Q5KWC1
3pxp,A9WGF5
3pxu,Q3JW91
3pxx,A0A0H2ZV91
3pyy,P00519
3pzr,Q9KQG2
3q1o,O25583
3q23,Q859P9
3q2i,Q7NQL0
3q2k,Q79H45
3q3c,Q9I5I6
3q3q,A1YYW7
3q3u,Q60FD2
3q3y,Q5DSM6
3q4t,P27037
3q4w,H2L2L6
3q60,F2YGR7
3q6j,Q56839
3q72,P55042
3q7e,Q63009
3q7g,P51693
3q7z,Q7WU28
3q85,Q8VEL9
3q87,Q8SRR4
3q8n,A0QQ04
3q8u,Q5HFV4
3q9l,P0AEZ3
3q9t,Q2UD26
3qap,P42196
3qb8,O41136
3qbc,A0A0H3JXR3
3qbi,P15647
3qcg,P23470
3qcp,Q585M6
3qcu,Q6N089
3qdl,O25608
3qe2,P16435
3qf7,Q9X1X1
3qfa,Q16881
3qfu,P16474
3qh2,P25053
3qhd,Q3JRA0
3qj4,Q5VYX0
3ql0,Q1RGF0
3qmn,Q9KPB6
3qns,Q0SE24
3qo8,Q9HGT6
3qp1,D3W065
3qp8,Q7NQP7
3qpi,Q3SPU6
3qqq,P07803
3qqr,P68168
3qqt,P79073
3qqv,Q8NNM1
3qrc,Q8D0Z7
3qry,A0A0H2URZ6
3qs8,P9WFX5
3qsd,Q8MNY2
3qtb,O29432
3qtp,P51555
3qug,Q931P4
3qup,P55144
3qur,Q56187
3qv1,P25856
3qv9,Q4D9Z4
3qvi,Q9Y006
3qvl,A6T9E8
3qvp,P13006
3qwb,P38230
3qwf,O93874
3qww,Q8R5A0
3qxc,O24872
3qxm,Q13002
3qxy,Q8TBK2
3qyy,Q8P559
3qzm,Q7A655
3qzr,E7E815
3r1v,Q7PXT9
3r1z,B0TZW0
3r26,P37329
3r3v,Q6NAM1
3r4s,P18640
3r4v,B3FK34
3r5c,G3XD76
3r5t,Q9RCF6
3r5w,P9WP15
3r5y,Q5YUF0
3r5z,Q5YYT7
